Product Name,Set Name,Sell Price
Swamp,Beatdown Box Set,0.41
Mindcrank,New Phyrexia,2.44
Armageddon,Classic Sixth Edition,3.93
Mother of Runes,Urza's Legacy,2.04
Vault of the Archangel,Dark Ascension,2.66
Ratchet Bomb,Magic 2014 Core Set,1.17
Season of the Witch,The Dark,8.46
Voice of the Woods,Onslaught,0.65
Howl from Beyond,Limited Edition Beta,1.42
Maddening Imp,Tempest,0.46
Vengevine,Rise of the Eldrazi,19.00
Wilt-Leaf Liege,Modern Masters 2015 Edition,2.95
Gaea's Herald,Duels of the Planeswalkers,0.99
Torpor Orb,New Phyrexia,2.13
Merrow Reejerey,Lorwyn,4.53
Domri Rade,Gatecrash,3.49
Thousand-Year Elixir,Lorwyn,5.30
Noble Hierarch,Modern Masters 2015 Edition,55.00
Chaos Orb (CE),Collector's Edition,102.71
Goblin Settler,Starter 1999,42.35
Dark Ritual,Limited Edition Beta,54.46
Game Trail,Shadows over Innistrad,1.30
Drudge Skeletons,Limited Edition Beta,2.18
Sunpetal Grove,Magic 2012,2.55
Avaricious Dragon,Magic Origins,0.88
"Kytheon, Hero of Akros",Magic Origins,3.89
Juzam Djinn,Arabian Nights,800.00
Booster Tutor,Arena Promos,4.33
"Akroma, Angel of Wrath","Time Spiral ""Timeshifted""",4.42
"Kokusho, the Evening Star",Champions of Kamigawa,14.05
"Elesh Norn, Grand Cenobite",Modern Masters 2015 Edition,17.37
Tarmogoyf,Modern Masters 2015 Edition,65.99
Grimoire of the Dead,Innistrad,3.08
"Kiki-Jiki, Mirror Breaker",Modern Masters 2015 Edition,9.09
Lashwrithe,New Phyrexia,0.48
Gamekeeper,Urza's Destiny,0.23
Wild Pair,Planar Chaos,1.19
"Vorosh, the Hunter",Planar Chaos,1.24
Sandstorm,Arabian Nights,0.47
Darkslick Shores,Scars of Mirrodin,11.72
Intruder Alarm,Eighth Edition,8.88
Naar Isle,Planechase,3.85
Wake of Destruction,Urza's Destiny,1.83
Salt Marsh,Invasion,0.33
Atog,Antiquities,1.99
General's Kabuto,Champions of Kamigawa,2.82
Bottle of Suleiman,Arabian Nights,35.99
Day's Undoing,Magic Origins,2.69
"Liliana, Heretical Healer",Magic Origins,9.01
Typhoon,Legends,16.87
Shadowmage Infiltrator,Odyssey,1.07
Fireblast,Visions,1.33
Wash Out,Invasion,0.77
Imp's Mischief,Planar Chaos,1.40
Talent of the Telepath,Magic Origins,0.49
Exquisite Firecraft,Magic Origins,1.28
Flame Rift,Nemesis,0.67
Shivan Reef,Magic Origins,2.13
Burnished Hart,Commander 2015,0.60
Chrome Mox,Eternal Masters,19.15
Forest,Magic Origins,0.22
Whirler Rogue,Magic Origins,0.32
Beast Within,New Phyrexia,1.72
Fear,Limited Edition Alpha,9.69
Kinsbaile Cavalier,Morningtide,1.54
Deadly Tempest,Commander 2015,0.95
Swans of Bryn Argoll,Shadowmoor,2.20
Spell Pierce,Zendikar,0.67
Carnivorous Death-Parrot,Unhinged,0.25
Arcanum Wings,Future Sight,0.40
Army of the Damned,Innistrad,2.47
Only Blood Ends Your Nightmares,Archenemy,0.63
Island (2003),Arena Promos,9.29
Soul's Attendant,Rise of the Eldrazi,1.78
Traumatize,Tenth Edition,1.97
Borborygmos,Guildpact,0.63
Icy Manipulator,Deckmasters Garfield vs Finkel,0.83
Island (B),Limited Edition Beta,20.15
Meddling Mage,Planeshift,19.50
Celestial Purge,Magic Player Rewards,3.60
Springleaf Drum,Born of the Gods,0.86
Grim Poppet,Shadowmoor,2.29
Reality Twist,Ice Age,0.73
Unspeakable Symbol,Scourge,0.85
Shadow Sliver,Time Spiral,0.22
Dimir Signet,Ravnica: City of Guilds,1.49
Battlefield Forge,Tenth Edition,1.58
Howltooth Hollow,Lorwyn,0.48
Ascendant Evincar,Tenth Edition,0.98
Coldsteel Heart,Commander 2015,1.31
Cerebral Vortex,Guildpact,0.99
Bituminous Blast,Magic Player Rewards,0.66
Wall of Spears,Antiquities,0.42
Flameblast Dragon,Shards of Alara,0.68
Protean Hydra,Magic 2010,2.01
Evacuation,Tenth Edition,2.31
Mons's Goblin Raiders,Limited Edition Beta,1.25
Forest (246) - Full Art,Zendikar,0.75
Mountain (242) - Full Art,Zendikar,0.55
Blighted Agent,New Phyrexia,0.50
Island (337) ,Ninth Edition,0.32
Mountain (172) ,New Phyrexia,0.46
Island (337) ,Invasion,0.31
Island (338) ,Classic Sixth Edition,0.27
Swamp (173) ,Portal Three Kingdoms,2.36
Mountain (176) ,Portal Three Kingdoms,2.31
Forest (350) ,Urza's Saga,0.76
Swamp,Tempest,1.71
Forest (419),Fifth Edition,0.73
Strip Mine (Even Horizon),Antiquities,22.11
Talara's Battalion,Duel Decks: Mind vs. Might,0.58
Mishra's Factory (Fall),Antiquities,64.49
Ring of Ma'ruf,Arabian Nights,70.25
Plains (B),Unlimited Edition,0.84
Mountain,,0.79
Forest (B),Unlimited Edition,0.85
Swamp (A),Unlimited Edition,0.85
Swamp (B),Limited Edition Beta,16.02
Swamp (A),Limited Edition Alpha,27.50
Serendib Djinn,Arabian Nights,110.00
Necropotence,Fifth Edition,7.24
Elvish Champion,Eighth Edition,5.73
Grave Pact,Magic: The Gathering-Commander,14.23
Birds of Paradise,Revised Edition,8.00
Warstorm Surge,Magic 2012,0.60
Army of Allah,Arabian Nights,3.86
Goblin War Cry,Portal Second Age,2.63
Risen Executioner,Dragons of Tarkir,1.84
Primal Beyond,Morningtide,2.75
Mana Vault (IE),International Edition,28.88
Legacy Weapon,Tenth Edition,1.89
Mine Layer,Odyssey,1.34
Essence of the Wild,Innistrad,0.74
Armadillo Cloak,Duel Decks: Phyrexia vs. the Coalition,0.71
Comet Storm,Commander 2015,0.74
Yavimaya Coast,Magic Origins,1.01
Sudden Shock,Modern Masters,1.09
Increasing Vengeance,Dark Ascension,1.46
Lord of Tresserhorn,Alliances,1.38
Spike Feeder,Magic: The Gathering-Commander,1.10
Forest - Blue Pack (Rush),APAC Lands,5.17
Calciform Pools,Time Spiral,0.49
Aeon Chronicler,Planar Chaos,0.42
Goblin King,Limited Edition Beta,160.49
Blood Moon,Modern Masters,25.99
Sublime Archangel,Magic 2013,7.72
Tetravus,Antiquities,15.62
Falkenrath Gorger,Shadows over Innistrad,0.98
Glorious Anthem,Eighth Edition,0.90
Cold-Eyed Selkie,Commander 2015,0.48
Aura Mutation,Invasion,1.14
Sigil of Sleep,Duel Decks: Venser vs. Koth,0.35
Elvish Mystic,Commander 2014,0.53
March of the Machines,Tenth Edition,0.56
Bubble Matrix,Weatherlight,3.20
Lightmine Field,Rise of the Eldrazi,1.06
Creeping Tar Pit,Worldwake,19.99
Chameleon Colossus,Commander 2015,4.89
Abomination,Legends,0.72
"Kozilek, Butcher of Truth",Modern Masters 2015 Edition,32.26
Time Spiral,Urza's Saga,52.89
Sun Droplet,Mirrodin,1.07
Crumble to Dust,Battle for Zendikar,0.25
"Drana, Liberator of Malakir",Battle for Zendikar,4.93
Emeria Shepherd,Battle for Zendikar,0.39
Carnival of Souls,Urza's Destiny,1.67
Spiteful Visions,Shadowmoor,0.65
Part the Waterveil,Battle for Zendikar,1.58
Plains,Battle for Zendikar,1.61
Quarantine Field,Battle for Zendikar,0.76
Ninja of the Deep Hours,Betrayers of Kamigawa,0.82
Shambling Vent,Battle for Zendikar,2.19
Swamp,Battle for Zendikar,1.71
Transgress the Mind,Battle for Zendikar,0.50
Wasteland Strangler,Battle for Zendikar,0.43
Dreamstone Hedron,Rise of the Eldrazi,0.22
Ice Storm,Limited Edition Alpha,40.90
Arachnogenesis,Commander 2015,5.98
Clone,Unlimited Edition,2.30
"Pharika, God of Affliction",Journey into Nyx,2.11
"Anya, Merciless Angel",Commander 2015,1.80
Underground River,Tenth Edition,4.72
Lifeline,Urza's Saga,9.06
Spelljack,Judgment,3.72
Tamanoa,Coldsnap,0.69
Black Market,Commander 2015,3.07
Blasted Landscape,Commander 2015,0.45
Beastmaster Ascension,Commander 2015,1.31
Sunscorch Regent,Dragons of Tarkir,0.71
Vandalblast,Return to Ravnica,1.73
Dark Petition,Magic Origins,1.76
Forest - Red Pack (Venters),APAC Lands,6.41
"Isao, Enlightened Bushi",Betrayers of Kamigawa,0.80
"Kentaro, the Smiling Cat",Betrayers of Kamigawa,0.96
Explosive Vegetation,Conspiracy: Take the Crown,0.74
Azorius Signet,Dissension,1.00
Greenwarden of Murasa,Battle for Zendikar,1.01
Chromatic Lantern,Return to Ravnica,14.25
Terminate,Duel Decks: Sorin vs. Tibalt,1.43
Viridian Longbow,Mirrodin,0.50
Underground River,Deckmasters Garfield vs Finkel,3.76
Skullwinder,Commander 2015,0.45
Conflux,Conflux,2.87
Abyssal Hunter,Classic Sixth Edition,0.41
"Daretti, Ingenious Iconoclast",Conspiracy: Take the Crown,10.47
Manamorphose,Shadowmoor,7.16
Snake Basket,Classic Sixth Edition,1.54
Mirrorpool,OATH OF THE GATEWATCH,1.51
Basalt Monolith,Commander 2015,1.47
Royal Falcon,Starter 2000,0.61
Living Plane,Legends,155.99
Tarmogoyf,Modern Masters 2017,64.99
AEther Vial,Darksteel,39.00
Timberwatch Elf,Legions,0.30
"Thalia, Heretic Cathar",Eldritch Moon,1.89
"Brigid, Hero of Kinsbaile",Lorwyn,0.82
Loam Lion,Worldwake,0.33
Aura of Silence,Commander 2015,1.90
Soul Collector,Scourge,0.51
Ranger of Eos,Shards of Alara,3.81
Rhys the Redeemed,Shadowmoor,20.74
Sen Triplets,Alara Reborn,22.97
Heat Stroke,Weatherlight,3.42
Mountain (244) - Full Art,Zendikar,0.74
Fiery Confluence,Commander 2015,15.00
All Shall Smolder in My Wake,Archenemy,0.50
"Kalemne, Disciple of Iroas",Commander 2015,0.82
Urza's Tower (Mountains),Chronicles,1.39
Echoing Truth,Commander 2015,0.35
Eldrazi Monument,Commander 2015,4.77
Eternal Witness,Commander 2015,6.37
"Ezuri, Claw of Progress",Commander 2015,3.79
Faithless Looting,Commander 2015,0.59
Ghost Quarter,Commander 2015,1.81
"Gisela, Blade of Goldnight",Commander 2015,8.01
High Market,Commander 2015,0.93
Inferno Titan,Commander 2015,1.19
Karmic Justice,Commander 2015,2.69
Krosan Grip,Commander 2015,2.00
Lightning Greaves,Commander 2015,3.78
Loxodon Warhammer,Commander 2015,0.53
Magus of the Wheel,Commander 2015,11.86
Meren of Clan Nel Toth,Commander 2015,8.86
Mind Stone,Commander 2015,0.80
Mizzix of the Izmagnus,Commander 2015,1.66
Mycoloth,Commander 2015,1.53
Mystic Snake,Commander 2015,0.71
Ninja of the Deep Hours,Commander 2015,0.88
Open the Vaults,Commander 2015,0.80
Pathbreaker Ibex,Commander 2015,2.91
Phyrexian Arena,Commander 2015,5.93
Phyrexian Reclamation,Commander 2015,3.88
Plains,Commander 2015,1.61
Rapid Hybridization,Commander 2015,0.45
Reliquary Tower,Commander 2015,5.23
Rite of Replication,Commander 2015,3.33
Sakura-Tribe Elder,Commander 2015,0.64
Seal of the Guildpact,Commander 2015,0.72
Shielded by Faith,Commander 2015,2.46
Skullclamp,Commander 2015,1.79
Sol Ring,Commander 2015,2.79
Solemn Simulacrum,Commander 2015,4.95
Sun Titan,Commander 2015,3.72
Swamp,Commander 2015,1.08
Swiftfoot Boots,Commander 2015,0.95
Sword of Vengeance,Commander 2015,0.63
"Teysa, Envoy of Ghosts",Commander 2015,0.47
Thought Vessel,Commander 2015,5.34
Vandalblast,Commander 2015,3.12
Victimize,Commander 2015,0.42
Wall of Blossoms,Commander 2015,0.66
Warstorm Surge,Commander 2015,0.65
Windfall,Commander 2015,1.90
Worn Powerstone,Commander 2015,0.54
Sakura-Tribe Elder,Conspiracy,0.62
Mahamoti Djinn,Revised Edition,0.47
Oath of Ghouls,Exodus,0.61
"Look at Me, I'm R&D",Unhinged,0.75
Kabira Evangel,Zendikar,1.78
Green Ward,Limited Edition Alpha,7.75
Plains (2004),Arena Promos,1.76
Luminous Angel,Mirrodin,0.54
Nomad Mythmaker,Judgment,1.43
Look Skyward and Despair,Archenemy,0.70
Ashnod's Altar,Eternal Masters,3.55
Aether Hub,Kaladesh,1.25
Weird Harvest,Ninth Edition,0.88
Wheel of Fate,Time Spiral,4.04
Cryptic Gateway,Onslaught,6.46
Celestial Kirin,Saviors of Kamigawa,0.55
Mountain - Red Pack (Hudson),APAC Lands,10.95
Storm Crow,Ninth Edition,0.22
Kodama's Reach,Commander 2015,1.73
Ezuri's Predation,Commander 2015,0.55
Urza's Power Plant (Bug),Antiquities,4.27
Disenchant,Limited Edition Beta,22.00
Dovin Baan,Kaladesh,2.00
Stasis,Unlimited Edition,31.32
Bow of Nylea,Theros,1.79
Countersquall,Conflux,3.52
Balefire Dragon,Innistrad,16.18
Pestilence,Limited Edition Alpha,47.50
Darkest Hour,Seventh Edition,1.98
Hellspark Elemental,Conflux,1.18
Viral Drake,New Phyrexia,1.27
Celestial Force,Magic: The Gathering-Commander,1.03
War Elemental,Mirrodin,0.90
Kird Ape,Arabian Nights,6.26
Rathi Dragon,Ninth Edition,0.51
Second Sunrise,Mirrodin,1.88
Relentless Rats,Fifth Dawn,2.46
Wild Mongrel,Odyssey,0.25
Which of You Burns Brightest?,Archenemy,0.74
Mizzix of the Izmagnus,Commander 2015,1.66
Sengir Nosferatu,Time Spiral,0.33
Forest (274 Full Art),Battle for Zendikar,0.25
Island (259 Full Art),Battle for Zendikar,0.27
Swamp (264 Full Art),Battle for Zendikar,0.25
Mountain (266 Full Art),Battle for Zendikar,0.25
Swamp (261 Full Art),Battle for Zendikar,0.25
Sphinx of the Final Word,Oath of the Gatewatch,1.42
Sea's Claim,Onslaught,0.29
World Breaker,Oath of the Gatewatch,2.71
Alchemist's Refuge,Avacyn Restored,1.46
Azorius Guildmage,Dissension,0.52
Village Messenger,Shadows over Innistrad,0.73
Fireball,Arena Promos,1.35
Dragonstorm,Scourge,1.08
Nightmare Incursion,Eventide,0.74
Bifurcate,Mercadian Masques,0.64
Quarum Trench Gnomes,Legends,12.82
Imperious Perfect,Lorwyn,1.69
Startled Awake,Shadows over Innistrad,2.59
"Ayli, Eternal Pilgrim",Oath of the Gatewatch,0.61
Bribery,Eighth Edition,19.46
Cradle of Vitality,Shards of Alara,0.73
Lignify,Lorwyn,0.31
Shu Elite Infantry,Portal Three Kingdoms,0.44
Plains (A),Unlimited Edition,0.86
"Edric, Spymaster of Trest",Conspiracy,0.97
Orcish Lumberjack,Coldsnap Theme Deck Reprints,0.44
Portent,Coldsnap Theme Deck Reprints,1.30
Life Chisel,Legends,0.75
"Endrek Sahr, Master Breeder",Time Spiral,0.46
Stoneforge Masterwork,Oath of the Gatewatch,0.67
Ghostly Prison,Planechase Anthology,2.74
Electrolyze,Champs Promos,13.19
Forest (179) ,Portal Three Kingdoms,6.74
Groundswell,Duel Decks: Zendikar vs. Eldrazi,1.17
Mind Stone,Duel Decks: Zendikar vs. Eldrazi,0.55
Vampire Nighthawk,Duel Decks: Zendikar vs. Eldrazi,0.73
Mountain (244) - Full Art,Zendikar,0.74
Sylvan Advocate,Oath of the Gatewatch,0.75
Reverberate,Magic 2012,0.86
Bog Wraith,Limited Edition Beta,3.60
Crystal Rod,Limited Edition Beta,1.67
Keldon Firebombers,Prophecy,1.01
Stigma Lasher,Eventide,6.58
Holy Armor,Limited Edition Alpha,7.30
Hada Freeblade,Game Day Promos,3.65
Desperate Charge,Portal Three Kingdoms,2.21
Fulminator Mage,Shadowmoor,31.94
Nevinyrral's Disk,Eternal Masters,1.11
Urza's Tower (Shore),Antiquities,5.70
Elvish Champion,Tenth Edition,7.06
Sunken Ruins,Shadowmoor,18.70
Kolaghan's Command,Dragons of Tarkir,12.29
Wall of Swords,Limited Edition Beta,5.34
Ruination,Magic: The Gathering-Commander,3.30
Cromat,Apocalypse,2.27
Anger of the Gods,Theros,2.00
Hypergenesis,Time Spiral,2.35
Mountain (244) - Full Art,Zendikar,0.74
Forest (246) - Full Art,Zendikar,0.75
Life from the Loam,Modern Masters,15.80
Ankh of Mishra,Unlimited Edition,13.16
Watery Grave,Gatecrash,16.08
Plains (B),Limited Edition Beta,15.75
Wastes (184 Full Art),Oath of the Gatewatch,0.30
Void Shatter,Oath of the Gatewatch,0.50
City of Brass,Modern Event Deck 2014,6.16
"Elspeth, Knight-Errant",Modern Event Deck 2014,13.48
Ghost Quarter,Modern Event Deck 2014,1.95
Furyborn Hellkite,Magic 2012,1.74
Isolated Chapel,Modern Event Deck 2014,4.64
Plains,Modern Event Deck 2014,0.74
Relic of Progenitus,Modern Event Deck 2014,4.64
Soul Warden,Modern Event Deck 2014,0.90
Swamp,Modern Event Deck 2014,1.00
Sword of Feast and Famine,Modern Event Deck 2014,25.72
Tidehollow Sculler,Modern Event Deck 2014,1.27
Vault of the Archangel,Modern Event Deck 2014,2.96
Windbrisk Heights,Modern Event Deck 2014,1.06
Zealous Persecution,Modern Event Deck 2014,0.41
Elemental Token (5/5),Battle for Zendikar,0.70
Faithless Looting,Commander 2014,0.57
Island (1996),Arena Promos,13.64
Island (236a),Zendikar,0.40
elvish vanguard,Onslaught,1.68
Mishra's Factory (Spring),Antiquities,39.95
Aggravated Assault,Onslaught,13.50
Mogg War Marshal,Modern Masters,0.51
Nevermore,Innistrad,0.82
Natural Order,Eternal Masters,13.77
Goblin Lore,Tenth Edition,5.01
Scion of Oona,Lorwyn,3.26
Mana Vortex,The Dark,13.08
Steal Artifact,Unlimited Edition,0.60
Wastes,OATH OF THE GATEWATCH,1.00
Mana Maze,Invasion,0.57
Havengul Lich,Dark Ascension,3.50
Celestial Gatekeeper,Legions,0.46
Forest (248),Theros,0.17
Island (237) ,Magic 2010,0.19
"Purphoros, God of the Forge",Theros,16.25
Howling Mine,Seventh Edition,3.15
Qasali Pridemage,Alara Reborn,1.50
Magewright's Stone,Dissension,1.91
Planar Chaos,Judgment,1.00
Simic Charm,Gatecrash,0.50
Mind's Desire,Scourge,1.23
Goblin War Strike,Scourge,0.67
Plains (A),Limited Edition Beta,14.99
Savage Beating,Darksteel,6.52
Fleecemane Lion,Theros,0.75
Lord of the Pit,Limited Edition Beta,197.48
Noble Hierarch,Conflux,58.84
Freed from the Real,Saviors of Kamigawa,0.88
Blood Artist,Eternal Masters,1.32
Tangle,Invasion,3.41
Street Wraith,Future Sight,9.45
Mirror-Mad Phantasm,Innistrad,0.64
Godsend,Journey into Nyx,5.99
Forest (248) - Full Art,Zendikar,1.20
Swamp - Clear Pack (Spears),APAC Lands,7.49
Swamp - Red Pack (Spears),APAC Lands,24.98
Hex Parasite,New Phyrexia,0.85
Plains (1996),Arena Promos,6.00
Burning Wish,Judgment,4.44
Strip Mine (Uneven Horizon),Antiquities,19.52
Behold the Beyond,Shadows over Innistrad,0.70
Verduran Enchantress,Seventh Edition,0.65
Bogardan Hellkite,Time Spiral,0.91
Swarm of Rats,Eighth Edition,1.07
Choose Your Champion,Archenemy,0.49
Every Last Vestige Shall Rot,Archenemy,0.53
Tranquility,Limited Edition Alpha,15.00
Beseech the Queen,Shadowmoor,3.55
Swamp (240) - Full Art,Zendikar,0.63
Swamp (239) - Full Art,Zendikar,0.59
Grapeshot,Duel Decks: Mind vs. Might,0.39
Angel Token,Zendikar,0.29
Faerie Rogue Token (Blue/Black),Modern Masters,0.89
Swamp (291) ,Shadowmoor,0.45
Aegis of the Gods,Journey into Nyx,1.62
Aura Mutation,Commander 2016,0.65
Island (78) ,Duel Decks: Elspeth vs. Tezzeret,0.99
Island (79) ,Duel Decks: Elspeth vs. Tezzeret,3.48
Swamp (63) ,Duel Decks: Garruk vs. Liliana,0.25
Swamp (61) ,Duel Decks: Garruk vs. Liliana,0.92
Blind Obedience,Commander 2016,1.23
Far Wanderings,Torment,0.26
Mountain (301) ,Champions of Kamigawa,0.26
Mountain (345) ,Eighth Edition,0.31
Mountain (346) ,Odyssey,0.48
Island (161) ,Starter 1999,0.47
Plains (168) ,Portal Three Kingdoms,1.49
Mountain (177) ,Portal Three Kingdoms,3.49
Chain of Vapor,Commander 2016,0.90
Eldrazi Mimic,Oath of the Gatewatch,0.58
"Rashmi, Eternities Crafter",Kaladesh,0.97
Plains (233) ,Magic 2010,0.19
Island (336) ,Odyssey,0.20
Island (233) ,Rise of the Eldrazi,0.22
Forest (350) ,Onslaught,0.44
Island (332) ,Seventh Edition,0.25
Always Watching,Shadows over Innistrad,1.10
Zombie Infestation,Magic 2012,0.54
Wurm Token (Lifelink),Scars of Mirrodin,6.70
Urza's Mine,Ninth Edition,4.39
Sacrifice,Limited Edition Beta,4.92
Temporal Manipulation,Portal Second Age,51.08
Forest (148) ,Archenemy,1.43
Wall of Omens,Rise of the Eldrazi,1.79
Time Elemental,Legends,17.72
Beast Token (Odyssey),Magic Player Rewards,1.08
"Nahiri, the Harbinger",Shadows over Innistrad,8.21
Wurm Token (Odyssey),Magic Player Rewards,3.58
Insect Token (Onslaught),Magic Player Rewards,1.84
Myr Token (Mirrodin),Magic Player Rewards,2.75
Plains (333) ,Odyssey,1.56
Swamp (341) ,Onslaught,0.66
Swamp (340) ,Eighth Edition,0.37
Island (335) ,Invasion,0.41
Necropotence,Eternal Masters,6.57
"Island - Red Pack (Beard, Jr.)",APAC Lands,19.25
Bird Token (Invasion),Magic Player Rewards,4.99
Angel Token,Magic Player Rewards,3.59
Rukh Token (8th),Magic Player Rewards,1.01
Bargaining Table,Mercadian Masques,0.46
Urza's Mine (Tower),Chronicles,1.34
Urza's Mine (Pulley),Chronicles,1.28
Urza's Power Plant (Sphere),Chronicles,1.33
Island (287) ,Lorwyn,1.12
"Mountain - Clear Pack (Beard, Jr.)",APAC Lands,30.78
Surgespanner,Lorwyn,4.99
Forest (248) - Full Art,Zendikar,1.20
Island (237) - Full Art,Zendikar,0.52
Marton Stromgald,Ice Age,2.71
Doubling Cube,Fifth Dawn,13.94
Island (235) ,Rise of the Eldrazi,0.23
Bedlam Reveler,Eldritch Moon,0.91
Rings of Brighthearth,Lorwyn,29.54
Steel Overseer,Magic 2011,15.19
Enchanted Evening,Shadowmoor,5.07
Dragonskull Summit,Magic 2010,3.00
Unearth,Urza's Legacy,1.39
Power Matrix,Mercadian Masques,1.74
"Rotted Ones, Lay Siege",Archenemy,0.52
Urza's Mine (Clawed Sphere),Antiquities,5.24
Cryptolith Rite,Shadows over Innistrad,1.67
Buried Ruin,Commander 2016,0.92
Fevered Visions,Shadows over Innistrad,0.75
Hanweir Militia Captain,Shadows over Innistrad,0.70
"Olivia, Mobilized for War",Shadows over Innistrad,1.83
Rattlechains,Shadows over Innistrad,0.52
Second Harvest,Shadows over Innistrad,0.52
"Sorin, Grim Nemesis",Shadows over Innistrad,4.74
The Gitrog Monster,Shadows over Innistrad,1.53
"Bruna, the Fading Light",Eldritch Moon,1.11
"Homura, Human Ascendant",Saviors of Kamigawa,2.26
"Dance, Pathetic Marionette",Archenemy,7.30
Remand,Ravnica: City of Guilds,6.37
Stone Calendar,The Dark,7.20
Regal Behemoth,Conspiracy: Take the Crown,0.81
Polymorph,Ninth Edition,1.27
Forest (350) ,Ninth Edition,0.27
"Brago, King Eternal",Eternal Masters,1.10
Swamp (240) - Full Art,Zendikar,0.63
Spectral Cloak,Legends,1.09
Lightning Angel,Apocalypse,0.69
"Arashi, the Sky Asunder",Saviors of Kamigawa,0.75
Gift of Immortality,Theros,1.00
Stunt Double,Conspiracy: Take the Crown,1.85
Plains - Blue Pack (MacNeil),APAC Lands,12.37
"Jace, Unraveler of Secrets",Shadows over Innistrad,3.73
Plains (C),Limited Edition Beta,13.34
Forest (347) ,Invasion,0.99
Baleful Strix,Eternal Masters,2.63
